START_DATE,START_TIME,START_TIME_ET,AGAINST,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
05/19/14,07:05 PM,07:05 PM,Tigers,Progressive Field,"Local TV: SportsTime Ohio -- ESPN ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/19/14,05/19/14,10:05 PM,10:05 PM,FALSE,TRUE,05/19/14,06:05 PM,06:05 PM,FREE,BUSY
05/20/14,07:05 PM,07:05 PM,Tigers,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/20/14,05/20/14,10:05 PM,10:05 PM,FALSE,TRUE,05/20/14,06:05 PM,06:05 PM,FREE,BUSY
05/21/14,12:05 PM,12:05 PM,Tigers,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/21/14,05/21/14,03:05 PM,03:05 PM,FALSE,TRUE,05/21/14,11:05 AM,11:05 AM,FREE,BUSY
05/22/14,07:05 PM,07:05 PM,Orioles,Oriole Park at Camden Yards,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/22/14,05/22/14,10:05 PM,10:05 PM,FALSE,TRUE,05/22/14,06:05 PM,06:05 PM,FREE,BUSY
05/23/14,07:05 PM,07:05 PM,Orioles,Oriole Park at Camden Yards,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/23/14,05/23/14,10:05 PM,10:05 PM,FALSE,TRUE,05/23/14,06:05 PM,06:05 PM,FREE,BUSY
05/24/14,12:35 PM,12:35 PM,Orioles,Oriole Park at Camden Yards,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/24/14,05/24/14,03:35 PM,03:35 PM,FALSE,TRUE,05/24/14,11:35 AM,11:35 AM,FREE,BUSY
05/25/14,01:35 PM,01:35 PM,Orioles,Oriole Park at Camden Yards,"Local TV: MLBN -- SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/25/14,05/25/14,04:35 PM,04:35 PM,FALSE,TRUE,05/25/14,12:35 PM,12:35 PM,FREE,BUSY
05/26/14,02:10 PM,02:10 PM,White Sox,U.S. Cellular Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/26/14,05/26/14,05:10 PM,05:10 PM,FALSE,TRUE,05/26/14,01:10 PM,01:10 PM,FREE,BUSY
05/27/14,08:10 PM,08:10 PM,White Sox,U.S. Cellular Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/27/14,05/27/14,11:10 PM,11:10 PM,FALSE,TRUE,05/27/14,07:10 PM,07:10 PM,FREE,BUSY
05/28/14,08:10 PM,08:10 PM,White Sox,U.S. Cellular Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/28/14,05/28/14,11:10 PM,11:10 PM,FALSE,TRUE,05/28/14,07:10 PM,07:10 PM,FREE,BUSY
